>CCDC6_ENST00000263102.6,chr10:61548521-61666414
16,116869816,116870157

>BRAP_ENST00000419234.4,chr12:112079950-112123790
1,112123515,112123790
2,112120950,112121111
3,112119441,112119639
4,112116955,112117144
5,112110465,112110578
6,112103443,112103591
7,112098404,112098479
8,112097011,112097149
9,112096540,112096649
10,112093370,112093459
11,112087743,112087846
12,112079950,112082366

>NBR1_ENST00000341165.6,chr17:41322498-41363708
1,41322498,41322628
2,41327808,41327918
3,41329953,41330015
4,41331411,41331429
5,41332812,41332834
6,41338267,41338461
7,41341059,41341136
8,41341605,41341819
9,41342626,41342793
10,41343389,41343598
11,41345111,41345270
12,41345365,41345655
13,41346367,41346516
14,41346981,41347056
15,41348498,41348608
16,41348959,41349123
17,41352184,41352625
18,41353703,41353797
19,41354672,41354729
20,41355698,41355803
21,41361920,41363708

>KCTD8_ENST00000360029.3,chr4:44175926-44450824
1,44449580,44450824
2,44175926,44177267

>NOS1AP_ENST00000361897.5,chr1:162039564-162353321
1,162039566,162040072
2,162124195,162124266
3,162257134,162257226
4,162270423,162270496
5,162302807,162302915
6,162313625,162313766
7,162324977,162325143
8,162326750,162326926
9,162335194,162335359
10,162336842,162340265

>TBC1D2_ENST00000375064.1,chr9:100961311-101017915
1,101017455,101017862
2,101014067,101014208
3,101006276,101006411
4,100995698,100995831
5,100991234,100991430
6,100983115,100983510
7,100975390,100975500
8,100972938,100973125
9,100970950,100971426
10,100965570,100965690
11,100963761,100963946
12,100962535,100962656
13,100961311,100961866

>VWC2_ENST00000340652.4,chr7:49813257-49961546
1,49813257,49813709
2,49814929,49815727
3,49842307,49842436
4,49951630,49961546

>PDGFRA_ENST00000257290.5,chr4:55095264-55164414
1,55095264,55095582
2,55124924,55124984
3,55127262,55127579
4,55129834,55130094
5,55131086,55131216
6,55133456,55133627
7,55133719,55133908
8,55136800,55136915
9,55138561,55138687
10,55139704,55139897
11,55140698,55140792
12,55141008,55141140
13,55143555,55143659
14,55144063,55144173
15,55144529,55144682
16,55146483,55146649
17,55151538,55151653
18,55152008,55152130
19,55153597,55153708
20,55154966,55155065
21,55155176,55155281
22,55156480,55156721
23,55161292,55164414

>ZSCAN23_ENST00000289788.4,chr6:28399707-28411279
1,28411176,28411244
2,28403636,28404120
3,28403237,28403384
4,28400432,28402855

>KDELR2_ENST00000258739.4,chr7:6485584-6523873
1,6523598,6523873
2,6513815,6513915
3,6509227,6509385
4,6505702,6505954
5,6500712,6502806

>CEP85L_ENST00000368491.3,chr6:118781935-119031238
1,118972360,118973054
2,118953616,118953774
3,118886692,118887479
4,118844965,118845083
5,118832461,118832578
6,118812849,118813028
7,118804869,118805021
8,118802942,118803096
9,118801559,118801676
10,118801034,118801084
11,118791700,118791807
12,118790235,118790466
13,118781935,118786731

>CCDC30_ENST00000340612.4,chr1:42929001-43120335
1,43002156,43002272
2,43004844,43004981
3,43011081,43011250
4,43021827,43022076
5,43031967,43032146
6,43042691,43042900
7,43047031,43047185
8,43054992,43055154
9,43076649,43076761
10,43102908,43103049
11,43108144,43108280
12,43110364,43110478
13,43111806,43111988
14,43119047,43119114
15,43119489,43120011

>DTNB_ENST00000406818.3,chr2:25600067-25896503
1,25896255,25896503
2,25875463,25875530
3,25861883,25861963
4,25851040,25851253
5,25830105,25830190
6,25818955,25819109
7,25803590,25803695
8,25799707,25799873
9,25754342,25754466
10,25705665,25705742
11,25678274,25678363
12,25674417,25674504
13,25656779,25656864
14,25655755,25655868
15,25650404,25650500
16,25642384,25642404
17,25611071,25611230
18,25610158,25610247
19,25606705,25606758
20,25602159,25602192
21,25600112,25600422

>RASAL2_ENST00000462775.1,chr1:178062864-178448644
1,178310606,178310743
2,178359235,178359341
3,178389646,178389755
4,178408557,178408710
5,178410684,178410782
6,178411810,178412364
7,178414653,178414797
8,178420706,178420850
9,178421551,178421787
10,178423582,178423783
11,178425835,178426034
12,178426818,178427679
13,178433413,178433547
14,178435055,178435257
15,178436469,178436556
16,178442210,178447985

>RUFY2_ENST00000466493.1,chr10:70100864-70167051
1,70166663,70166707
2,70164428,70164601
3,70161377,70161494
4,70156537,70156638
5,70154085,70154208
6,70153832,70153893
7,70152895,70152960
8,70145816,70145885
9,70143808,70143909
10,70143555,70143671
11,70140989,70141156
12,70139181,70139278
13,70136610,70136729
14,70123741,70123870
15,70123347,70123441
16,70115110,70115158
17,70105764,70105841
18,70105459,70105668
19,70100864,70101045

>CEP72_ENST00000264935.5,chr5:612387-667283
1,612387,612558
2,619105,619232
3,620184,620376
4,624586,624694
5,633884,634062
6,635487,635699
7,637632,637933
8,639204,639339
9,640523,640719
10,644414,644540
11,647920,648031
12,653103,653668

>SCYL3_ENST00000367771.6,chr1:169818772-169863408
1,169862929,169863093
2,169857817,169858031
3,169847775,169847960
4,169845119,169845232
5,169842837,169842893
6,169839396,169839498
7,169838069,169838180
8,169836037,169836114
9,169833510,169833649
10,169831754,169831938
11,169828182,169828353
12,169823411,169824105
13,169818772,169822913

>ZC3H8_ENST00000409573.2,chr2:112969102-113012713
1,113012485,113012688
2,113007768,113007849
3,112995892,112996105
4,112994139,112994272
5,112991697,112991813
6,112990837,112990948
7,112989415,112989524
8,112988480,112988527
9,112969102,112974045

>RRBP1_ENST00000360807.4,chr20:17594323-17662940
1,17662673,17662940
2,17640625,17641173
3,17639250,17639334
4,17623624,17623772
5,17622442,17622564
6,17617222,17617374
7,17616191,17616309
8,17614105,17614258
9,17610468,17610606
10,17608149,17608327
11,17607993,17608027
12,17606157,17606247
13,17605221,17605313
14,17602500,17602592
15,17602335,17602418
16,17602103,17602192
17,17601360,17601452
18,17600944,17601015
19,17600278,17600373
20,17599241,17599324
21,17597377,17597484
22,17596571,17596654
23,17596076,17596174
24,17595382,17595525
25,17594323,17594865

>HNRNPA1_ENST00000546500.1,chr12:54673977-54680872
1,54673977,54674606
2,54675170,54675286
3,54675579,54675725
4,54675874,54676084
5,54676178,54676270
6,54676357,54676449
7,54676584,54676658
8,54677596,54677751
9,54678042,54678101
10,54678333,54680871

>NCKAP5_ENST00000409261.1,chr2:133429374-134326034
1,134325787,134326031
2,134316621,134316688
3,134275029,134275158
4,134060609,134060682
5,133971288,133971351
6,133887550,133887683
7,133751725,133751812
8,133721293,133721442
9,133636421,133636489
10,133626509,133626547
11,133618065,133618184
12,133554201,133554302
13,133547596,133547778
14,133539513,133543291
15,133538625,133538802
16,133531389,133531467
17,133489310,133489624
18,133486389,133486525
19,133483200,133483332
20,133429374,133430878

>NBAS_ENST00000281513.5,chr2:15307032-15701454
1,15701312,15701454
2,15698704,15698758
3,15696907,15696943
4,15694185,15694262
5,15693550,15693597
6,15691617,15691660
7,15679347,15679480
8,15676542,15676675
9,15674667,15674765
10,15651336,15651474
11,15644269,15644337
12,15629018,15629146
13,15618350,15618413
14,15615811,15616004
15,15614191,15614448
16,15613346,15613471
17,15608506,15608657
18,15607788,15607928
19,15607453,15607531
20,15601811,15601915
21,15601325,15601461
22,15567835,15567918
23,15564439,15564592
24,15557651,15557836
25,15555670,15555843
26,15542292,15542425
27,15536537,15536599
28,15534351,15534473
29,15523339,15523441
30,15519726,15519955
31,15514732,15514844
32,15506704,15506817
33,15496427,15496540
34,15493677,15493834
35,15492116,15492205
36,15470722,15470889
37,15468323,15468436
38,15467874,15467994
39,15449295,15449371
40,15448340,15448477
41,15432661,15432890
42,15427197,15427307
43,15416975,15417225
44,15415608,15415942
45,15378592,15378810
46,15374669,15374871
47,15372546,15372635
48,15358897,15359092
49,15330388,15330527
50,15326866,15327004
51,15319112,15319240
52,15307033,15307447

>SPDYA_ENST00000379579.4,chr2:29005383-29073477
1,29033685,29033813
2,29038863,29039115
3,29041914,29041972
4,29045191,29045276
5,29052014,29052185
6,29063038,29063335
7,29072716,29073477

>HTR4_ENST00000377888.3,chr5:147830595-148056798
1,148033625,148033716
2,148016552,148016624
3,147929700,147929825
4,147928231,147928431
5,147902756,147902909
6,147889019,147889587
7,147861110,147862856

>ASXL2_ENST00000435504.4,chr2:25956622-26101385
1,26101035,26101385
2,26068350,26068432
3,26058407,26058409
4,26029098,26029206
5,26022254,26022404
6,25994309,25994409
7,25991611,25991737
8,25990452,25990595
9,25982351,25982514
10,25978887,25978983
11,25976403,25976508
12,25972565,25973282
13,25956622,25967345

>FSHR_ENST00000406846.2,chr2:49189296-49381676
1,49381405,49381676
2,49295358,49295429
3,49247225,49247299
4,49244628,49244702
5,49217705,49217776
6,49216116,49216193
7,49210237,49210305
8,49210051,49210125
9,49195837,49196022
10,49189296,49191105

>ATP6V1B1_ENST00000234396.4,chr2:71163012-71192536
1,71163012,71163202
2,71170788,71170843
3,71185176,71185274
4,71185463,71185556
5,71186148,71186225
6,71187069,71187208
7,71188051,71188152
8,71188726,71188823
9,71189907,71190030
10,71190292,71190442
11,71190702,71190784
12,71191568,71191672
13,71191866,71191995
14,71192088,71192527

>EEF1G_ENST00000329251.4,chr11:62327073-62342401
1,62341303,62341445
2,62340056,62340214
3,62339310,62339373
4,62339012,62339154
5,62338437,62338580
6,62334871,62335000
7,62334278,62334482
8,62327754,62327926
9,62327541,62327665
10,62327073,62327309

>GCC2_ENST00000482325.1,chr2:109065017-109125871
1,109065696,109065736
2,109066089,109066145
3,109068855,109068922
4,109085436,109085540
5,109086107,109088572
6,109089283,109089355
7,109091991,109092091
8,109092208,109092306
9,109098153,109098272
10,109098743,109098907
11,109099518,109099622
12,109100605,109100767
13,109102092,109102192
14,109102287,109102364
15,109102967,109103104
16,109104155,109104276
17,109106294,109106470
18,109109029,109109246
19,109111747,109111941
20,109113426,109113565
21,109116009,109116210
22,109124016,109125853

>BIRC6_ENST00000421745.2,chr2:32582096-32843966
1,32582096,32582554
2,32602656,32602837
3,32605221,32605358
4,32613818,32614011
5,32617107,32617218
6,32620579,32620661
7,32626231,32626453
8,32626531,32626691
9,32631567,32631625
10,32639837,32641231
11,32654214,32654363
12,32655933,32656158
13,32658712,32658872
14,32660564,32660653
15,32661121,32661252
16,32664576,32664754
17,32666397,32666530
18,32667133,32667294
19,32667392,32667523
20,32668559,32668656
21,32670589,32670736
22,32673863,32673996
23,32678876,32679010
24,32688262,32688449
25,32689577,32689891
26,32690133,32690232
27,32692593,32692807
28,32692971,32693179
29,32693505,32693851
30,32694463,32694682
31,32695236,32695369
32,32696082,32696192
33,32698180,32698307
34,32701281,32701412
35,32702436,32702651
36,32703703,32703886
37,32704530,32704685
38,32706388,32706521
39,32707497,32707650
40,32710710,32710826
41,32712714,32712868
42,32713655,32713781
43,32715108,32715218
44,32716492,32716625
45,32718607,32718734
46,32724614,32725176
47,32726780,32726955
48,32727862,32727958
49,32728109,32728303
50,32730072,32730272
51,32733047,32733326
52,32734805,32735061
53,32735593,32735701
54,32738000,32738221
55,32740057,32740837
56,32743321,32743464
57,32743884,32744013
58,32749955,32750086
59,32750531,32750695
60,32754718,32754891
61,32756422,32756618
62,32768308,32768608
63,32770710,32770927
64,32772917,32773081
65,32774380,32774548
66,32800223,32800433
67,32818982,32819127
68,32820101,32820211
69,32822818,32823035
70,32824806,32824967
71,32828073,32828150
72,32832522,32832710
73,32836515,32836649
74,32842792,32843966

>BCL11A_ENST00000335712.6,chr2:60678302-60780702
1,60780351,60780633
2,60773106,60773435
3,60695867,60695968
4,60684333,60689559

>RNF213_ENST00000508628.2,chr17:78234665-78372586
1,78234665,78234701
2,78237373,78237577
3,78247040,78247203
4,78252563,78252709
5,78261614,78262162
6,78262432,78262554
7,78263458,78263636
8,78264369,78264527
9,78265427,78265626
10,78268519,78268802
11,78269357,78269613
12,78272121,78272318
13,78280052,78280268
14,78280928,78281001
15,78282818,78282971
16,78286812,78286967
17,78290988,78291077
18,78292990,78293112
19,78298830,78298998
20,78301616,78301789
21,78302128,78302277
22,78305806,78306431
23,78307905,78308070
24,78309961,78310178
25,78311386,78311526
26,78311633,78311797
27,78313001,78314156
28,78316932,78317125
29,78317657,78317815
30,78318478,78322086
31,78323570,78323706
32,78324101,78324196
33,78325485,78325603
34,78326740,78326859
35,78327312,78327466
36,78327819,78327966
37,78328241,78328376
38,78332088,78332279
39,78333861,78334006
40,78335534,78335688
41,78336902,78337114
42,78337409,78337590
43,78338233,78338353
44,78341548,78341648
45,78341761,78341943
46,78343302,78343471
47,78343568,78343667
48,78345674,78345785
49,78346321,78346534
50,78346775,78346965
51,78348258,78348389
52,78349560,78349670
53,78350101,78350343
54,78350682,78350763
55,78351562,78351596
56,78353420,78353514
57,78354631,78354787
58,78355347,78355527
59,78356779,78356870
60,78357477,78357728
61,78358839,78358971
62,78359338,78359421
63,78360050,78360230
64,78360490,78360691
65,78362412,78362489
66,78362973,78363167
67,78363628,78363717
68,78363812,78363996
69,78367145,78369112

>IGFBP5_ENST00000233813.4,chr2:217536828-217560248
1,217559162,217560248
2,217543573,217543802
3,217542835,217542954
4,217536828,217541605

>TRAF2_ENST00000536468.1,chr9:139776364-139821059
1,139776385,139776485
2,139777119,139777162
3,139793165,139793380
4,139794046,139794124
5,139794874,139794972
6,139802522,139802683
7,139804372,139804446
8,139810993,139811067
9,139814686,139814967
10,139815490,139815667
11,139818304,139818452
12,139820135,139820463

>TRIM63_ENST00000374272.3,chr1:26377795-26394927
1,26393827,26394124
2,26392759,26392931
3,26387657,26387825
4,26386757,26386852
5,26384881,26385114
6,26384119,26384141
7,26383694,26383818
8,26380384,26380455
9,26377795,26378374

>DDR2_ENST00000367922.3,chr1:162601163-162757190
1,162602255,162602421
2,162625001,162625164
3,162674842,162674921
4,162688827,162688935
5,162722885,162722987
6,162724414,162724645
7,162724946,162725093
8,162725454,162725559
9,162729586,162729769
10,162731001,162731244
11,162735791,162735853
12,162737019,162737149
13,162740092,162740302
14,162741814,162742037
15,162743259,162743386
16,162745442,162745633
17,162745926,162746160
18,162748370,162748519
19,162749902,162757190

>GON4L_ENST00000361040.5,chr1:155719508-155829191
1,155826950,155826995
2,155823067,155823597
3,155796628,155796819
4,155792077,155792267
5,155791265,155791339
6,155790397,155790447
7,155786003,155786053
8,155785596,155785691
9,155784121,155784240
10,155783425,155783595
11,155774740,155774932
12,155764841,155764942
13,155755125,155755165
14,155753777,155753880
15,155747413,155747611
16,155746186,155746272
17,155744793,155744964
18,155742857,155743001
19,155740858,155741008
20,155737216,155737332
21,155734218,155736500

>TLE4_ENST00000493163.1,chr9:82186688-82341658
1,82267601,82267709
2,82268974,82268990
3,82286124,82286472

>MLPH_ENST00000264605.3,chr2:238394071-238463961
1,238395811,238396080
2,238402046,238402179
3,238419217,238419438
4,238419632,238419744
5,238427182,238427291
6,238428553,238428672
7,238434244,238434448
8,238436020,238436159
9,238443207,238443290
10,238448991,238449176
11,238449445,238449600
12,238451210,238451302
13,238455249,238455326
14,238457864,238457921
15,238460980,238461080
16,238462209,238463961

>KANK1_ENST00000382303.1,chr9:470291-746105
1,470291,470374
2,470556,470682
3,473194,473273
4,539516,539633
5,540508,540667
6,676890,677009
7,710804,713464
8,730051,730248
9,731158,731266
10,732378,732617
11,734748,734835
12,738285,738504
13,740792,740934
14,742205,742405
15,744491,744589
16,745173,746105

>CGN_ENST00000271636.7,chr1:151482986-151511168
1,151483873,151483991
2,151490982,151491868
3,151492642,151492742
4,151492890,151492959
5,151493072,151493167
6,151495910,151496037
7,151496702,151496834
8,151497150,151497362
9,151498118,151498266
10,151499451,151499583
11,151501826,151502035
12,151502385,151502591
13,151502965,151503222
14,151504878,151505048
15,151506451,151506612
16,151507518,151507607
17,151508076,151508159
18,151508256,151508374
19,151508713,151508821
20,151509206,151509369
21,151509681,151511168

>GATAD2B_ENST00000368655.4,chr1:153777201-153895451
1,153895209,153895451
2,153800489,153800824
3,153792082,153792211
4,153791267,153791398
5,153790516,153790647
6,153789848,153790018
7,153788749,153789064
8,153785726,153785928
9,153784498,153784608
10,153784207,153784324
11,153777201,153782786

>P2RY8_ENSTR0000381297.4,chrY:1531465-1606000
1,1605814,1606000
2,1531465,1535475

>TPM1_ENST00000288398.6,chr15:63334831-63364114
1,63334831,63335142
2,63336226,63336351
3,63349184,63349317
4,63351762,63351879
5,63353068,63353138
6,63353397,63353472
7,63354414,63354476
8,63354775,63354844
9,63356263,63356389
10,63358095,63358292

>TPM2_ENST00000378292.3,chr9:35681989-35691017
1,35689701,35691017
2,35689143,35689268
3,35685644,35685777
4,35685431,35685548
5,35685266,35685336
6,35685061,35685136
7,35684485,35684547
8,35684243,35684312
9,35681989,35682160

>GTF2IRD1_ENST00000265755.3,chr7:73868120-74016931
1,73868120,73868506
2,73922405,73922533
3,73927160,73927301
4,73929771,73929926
5,73932469,73932652
6,73933739,73934049
7,73935538,73935627
8,73938401,73938484
9,73944064,73944247
10,73949443,73949468
11,73950497,73950605
12,73952466,73952503
13,73953010,73953090
14,73954209,73954298
15,73959085,73959132
16,73960074,73960139
17,73961433,73961616
18,73969504,73969553
19,73969723,73969824
20,73971969,73972052
21,73973191,73973374
22,73973957,73973985
23,74004180,74004257
24,74005154,74005346
25,74009341,74009378
26,74015371,74015507
27,74016692,74016917

>MBD1_ENST00000398493.1,chr18:47793252-47808144
1,47807733,47807870
2,47806253,47806387
3,47803460,47803574
4,47803202,47803368
5,47803032,47803114
6,47802748,47802788
7,47802205,47802351
8,47801970,47802098
9,47801499,47801615
10,47801347,47801415
11,47799934,47800233
12,47799704,47799841
13,47799194,47799325
14,47799047,47799108
15,47797839,47797910

>RAD51_ENST00000267868.3,chr15:40986972-41024354
1,40987358,40987623
2,40990955,40991043
3,40993262,40993399
4,40998375,40998492
5,41001223,41001314
6,41011003,41011097
7,41020909,41021022
8,41021703,41021832
9,41022051,41022172
10,41023253,41024354

>SEPT14_ENST00000388975.3,chr7:55861237-55930482
1,55930381,55930482
2,55929636,55929704
3,55914210,55914330
4,55912216,55912411
5,55910635,55910821
6,55902118,55902279
7,55886820,55886916
8,55874783,55874951
9,55872951,55873083
10,55861237,55863785

>PSPH_ENST00000275605.3,chr7:56078744-56119297
1,56118831,56119297
2,56101654,56101799
3,56099622,56099747
4,56088766,56088924
5,56087293,56087427
6,56084927,56085072
7,56082716,56082864
8,56078760,56079562

>AGGF1_ENST00000312916.7,chr5:76325076-76361059
1,76326210,76326801
2,76330243,76330345
3,76331366,76331568
4,76332381,76332545
5,76335356,76335544
6,76342172,76342502
7,76343986,76344097
8,76344761,76344812
9,76348531,76348632
10,76349790,76349955
11,76351339,76351421
12,76355441,76355568
13,76357528,76357627
14,76358877,76361059

>PAPD7_ENST00000230859.6,chr5:6714718-6757161
1,6714718,6714812
2,6737623,6737746
3,6738796,6738842
4,6739845,6739965
5,6742603,6742710
6,6743825,6743953
7,6746327,6746540
8,6748577,6748703
9,6749670,6749770
10,6750444,6750616
11,6751152,6751310
12,6752986,6753150
13,6754864,6757161

>TRAK1_ENST00000396175.1,chr3:42055294-42267381
1,42201661,42201965
2,42218306,42218382
3,42226177,42226293
4,42229537,42229637
5,42230508,42230616
6,42233050,42233128
7,42234567,42234697
8,42235316,42235390
9,42236296,42236433
10,42240669,42240745
11,42242310,42242546
12,42243928,42244244
13,42251259,42251477
14,42260986,42261088
15,42264434,42267381

>TACR1_ENST00000305249.5,chr2:75273590-75426826
1,75425672,75426826
2,75347700,75347894
3,75280732,75280882
4,75278378,75278574
5,75273590,75276850

>ERLIN2_ENST00000276461.5,chr8:37594117-37616619
1,37594145,37594196
2,37595426,37595547
3,37597883,37597964
4,37599290,37599336
5,37601873,37601934
6,37602089,37602214
7,37607077,37607150
8,37607312,37607370
9,37607913,37608004
10,37609144,37609233
11,37610968,37611047
12,37611433,37616619

>RHOT1_ENST00000333942.6,chr17:30469473-30580393
1,30469473,30469748
2,30498062,30498120
3,30500850,30500931
4,30502338,30502381
5,30502981,30503034
6,30503180,30503232
7,30509776,30509884
8,30510190,30510291
9,30519220,30519318
10,30520155,30520263
11,30521006,30521126
12,30525966,30526050
13,30526424,30526569
14,30527975,30528075
15,30529789,30529919
16,30530909,30530992
17,30533929,30534048
18,30535126,30535328
19,30551635,30552789

>ZNF577_ENST00000301399.5,chr19:52359055-52394203
1,52391149,52391204
2,52390074,52390165
3,52383932,52384130
4,52383576,52383654
5,52381642,52381768
6,52380535,52380630
7,52374535,52376959

>ZNF791_ENST00000343325.4,chr19:12721732-12742735
1,12721732,12721896
2,12734514,12734640
3,12735464,12735524
4,12738535,12742735

>CASP7_ENST00000369318.3,chr10:115438942-115490662
1,115439636,115439737
2,115457253,115457362
3,115480791,115480927
4,115481410,115481538
5,115485121,115485296
6,115486064,115486193
7,115489070,115490662

>CCAR2_ENST00000308511.4,chr8:22462145-22479027
1,22462145,22462355
2,22463249,22463344
3,22463598,22463689
4,22464120,22464211
5,22464423,22464537
6,22464709,22464838
7,22465482,22465578
8,22470530,22470649
9,22471605,22471827
10,22471903,22472016
11,22472351,22472514
12,22472938,22473109
13,22473195,22473425
14,22473525,22473761
15,22474933,22475077
16,22475209,22475291
17,22475862,22476008
18,22476130,22476241
19,22476340,22476528
20,22476663,22476868
21,22477151,22479027

>TACC2_ENST00000369005.1,chr10:123748689-124014060
1,123748709,123749003
2,123781452,123781529
3,123809953,123810065
4,123842162,123847474
5,123847993,123848106
6,123892124,123892249
7,123903087,123903221
8,123954555,123954691
9,123969912,123971223
10,123974906,123974966
11,123976142,123976343
12,123984241,123984302
13,123985881,123985996
14,123987352,123987523
15,123988861,123989001
16,123989866,123989955
17,123996910,123997053
18,123997476,123997552
19,124001473,124001516
20,124008158,124008318
21,124008565,124008671
22,124009059,124009179
23,124013506,124014057

>OFD1_ENST00000340096.6,chrX:13752832-13787480
1,13752864,13753202
2,13753367,13753465
3,13754597,13754797
4,13756965,13757033
5,13757121,13757151
6,13762534,13762638
7,13764438,13764574
8,13764899,13765072
9,13767546,13767652
10,13769368,13769487
11,13771487,13771560
12,13773270,13773361
13,13774697,13774886
14,13775779,13775909
15,13776456,13776567
16,13778234,13778839
17,13779204,13779330
18,13780463,13780563
19,13781864,13781974
20,13785246,13785403
21,13786173,13786343
22,13786837,13786904
23,13787185,13787472

>BICC1_ENST00000263103.1,chr10:60272900-60591195
1,60553295,60553375
2,60556100,60556286
3,60558159,60558320
4,60558816,60559012
5,60559954,60560086
6,60560650,60560806
7,60562837,60563002
8,60566344,60566383
9,60566764,60566918
10,60573590,60574074

>AES_ENST00000221561.8,chr19:3052908-3063105
1,3062698,3063105
2,3061158,3061255
3,3057677,3057740
4,3056310,3056354
5,3055662,3055724
6,3054118,3054192
7,3052908,3054038

>ELAVL3_ENST00000359227.3,chr19:11562141-11591861
1,11591415,11591848
2,11577423,11577642
3,11576987,11577090
4,11569273,11569426
5,11568876,11569101
6,11567925,11567963
7,11562141,11565692

>SLMAP_ENST00000295951.3,chr3:57741177-57914895
1,57741957,57742069
2,57742275,57743576
3,57817110,57817257
4,57827026,57827098
5,57832924,57832960
6,57835481,57835543
7,57843460,57843555
8,57843815,57843886
9,57846426,57846566
10,57847676,57847813
11,57850275,57850443
12,57857363,57857425
13,57875768,57875827
14,57882238,57882318
15,57882600,57882659
16,57893611,57893733
17,57894803,57894877
18,57898108,57898428
19,57898885,57899002
20,57902633,57902804
21,57908616,57908750
22,57913023,57914895

>BTF3L4_ENST00000313334.8,chr1:52521797-52556388
1,52521797,52522051
2,52525507,52525573
3,52530497,52530610
4,52549012,52549213
5,52551784,52551843
6,52552384,52556388

>DYNC1I2_ENST00000397119.3,chr2:172543919-172604930
1,172543980,172544137
2,172546657,172546773
3,172549287,172549404
4,172563057,172563074
5,172563797,172563887
6,172569277,172569336
7,172571838,172571953
8,172582128,172582223
9,172582429,172582591
10,172582704,172582803
11,172583301,172583426
12,172584331,172584477
13,172584815,172584928
14,172585227,172585360
15,172586219,172586363
16,172600559,172600699
17,172602312,172602437
18,172604286,172604919

>GTF2I_ENST00000324896.4,chr7:74071994-74175026
1,74072011,74072394
2,74103458,74103561
3,74105305,74105443
4,74113291,74113425
5,74114577,74114760
6,74114936,74114964
7,74119496,74119550
8,74120721,74120764
9,74125363,74125440
10,74129177,74129236
11,74131214,74131270
12,74133198,74133260
13,74143124,74143234
14,74144567,74144632
15,74146820,74147003
16,74148265,74148323
17,74149803,74149874
18,74150842,74151025
19,74152387,74152445
20,74157788,74157859
21,74159097,74159280
22,74160222,74160280
23,74160676,74160750
24,74162352,74162453
25,74163362,74163427
26,74163605,74163788
27,74165693,74165748
28,74166422,74166502
29,74167426,74167509
30,74168178,74168361
31,74169841,74169869
32,74171152,74171193
33,74172292,74172333
34,74173110,74173185
35,74173878,74175022

>TRMT61B_ENST00000306108.5,chr2:29072687-29093167
1,29092445,29093167
2,29087883,29087985
3,29083984,29084174
4,29075274,29075365
5,29073938,29074164
6,29073194,29073271
7,29072687,29073108

>CUL1_ENST00000409469.1,chr7:148395006-148498128
1,148395006,148395370
2,148427054,148427354
3,148451068,148451242
4,148454075,148454242
5,148456396,148456446
6,148456640,148456730
7,148457425,148457588
8,148463653,148463815
9,148464711,148464841
10,148480875,148480982
11,148481063,148481169
12,148483643,148483691
13,148484081,148484212
14,148485649,148485766
15,148486842,148486918
16,148487402,148487533
17,148489818,148489910
18,148494904,148494951
19,148495029,148495111
20,148495664,148495769
21,148496367,148496480
22,148497594,148497674

>COL14A1_ENST00000297848.3,chr8:121072019-121384275
1,121137347,121137579
2,121160045,121160169
3,121170369,121170485
4,121174665,121174808
5,121180400,121180486
6,121209030,121209185
7,121210050,121210169
8,121211641,121211805
9,121215948,121216109
10,121219182,121219333
11,121220471,121220600
12,121221995,121222140
13,121224687,121224816
14,121228590,121228729
15,121237327,121237453
16,121238866,121239005
17,121239459,121239591
18,121240949,121241008
19,121243706,121243857
20,121256118,121256247
21,121259852,121259974
22,121262856,121263005
23,121267479,121267595
24,121275107,121275253
25,121279066,121279122
26,121282274,121282413
27,121290350,121290473
28,121290674,121290817
29,121292174,121292338
30,121292950,121292988
31,121293160,121293298
32,121295875,121296017
33,121298100,121298209
34,121301847,121302005
35,121309750,121309827
36,121312971,121313057
37,121322248,121322301
38,121326171,121326266
39,121327772,121327825
40,121328183,121328236
41,121344380,121344433
42,121344903,121344974
43,121353564,121353599
44,121354619,121354685
45,121357614,121357802
46,121379410,121379487
47,121381569,121381724
48,121383391,121384275

>MBNL1_ENST00000355460.2,chr3:151961617-152183569
1,151986257,151986881
2,152017194,152018156
3,152132730,152132900
4,152150506,152150709
5,152163071,152163328
6,152165409,152165562
7,152174056,152174150
8,152177060,152177134
9,152180174,152183569

>PDGFRB_ENST00000261799.4,chr5:149493400-149535435
1,149534960,149535423
2,149516571,149516616
3,149515118,149515441
4,149514313,149514579
5,149513444,149513571
6,149513149,149513323
7,149512313,149512505
8,149511542,149511657
9,149510102,149510225
10,149509320,149509531
11,149506083,149506177
12,149505008,149505140
13,149504290,149504394
14,149503813,149503923
15,149502605,149502764
16,149501443,149501603
17,149500767,149500885
18,149500451,149500573
19,149499575,149499686
20,149499030,149499129
21,149498310,149498415
22,149497181,149497413
23,149493400,149495509

>FLT3_ENST00000241453.7,chr13:28577411-28674729
1,28674605,28674729
2,28644628,28644749
3,28636004,28636206
4,28631484,28631599
5,28626682,28626811
6,28624232,28624359
7,28623772,28623911
8,28623521,28623674
9,28622412,28622580
10,28611322,28611425
11,28610072,28610180
12,28609632,28609810
13,28608438,28608544
14,28608219,28608351
15,28608024,28608128
16,28602315,28602425
17,28601225,28601378
18,28598998,28599080
19,28597487,28597614
20,28592604,28592726
21,28589727,28589838
22,28589294,28589393
23,28588589,28588694
24,28577411,28578311

>ABL2_ENST00000502732.1,chr1:179068462-179198819
1,179198376,179198736
2,179102447,179102509
3,179100446,179100616
4,179095512,179095807
