HGNC ID	Approved Symbol	Approved Name	UniProt ID(supplied by UniProt)
HGNC:38601	SPATA31D4	SPATA31 subfamily D, member 4	Q6ZUB0
HGNC:38602	SPATA31D5P	SPATA31 subfamily D, member 5, pseudogene	
HGNC:26672	SPATA31E1	SPATA31 subfamily E, member 1	Q6ZUB1
HGNC:43827	SPATA31E2P	SPATA31 subfamily E, member 2, pseudogene	
HGNC:43828	SPATA31E3P	SPATA31 subfamily E, member 3, pseudogene	
HGNC:26349	SPATA32	spermatogenesis associated 32	Q96LK8
HGNC:26463	SPATA33	spermatogenesis associated 33	Q96N06
HGNC:48613	SPATA41	spermatogenesis associated 41 (non-protein coding)	
HGNC:41198	SPATA42	spermatogenesis associated 42 (non-protein coding) 	
HGNC:33709	SPATA45	spermatogenesis associated 45	Q537H7
HGNC:30510	SPATC1	spermatogenesis and centriole associated 1	Q76KD6
HGNC:1298	SPATC1L	spermatogenesis and centriole associated 1-like	Q9H0A9
HGNC:22957	SPATS1	spermatogenesis associated serine rich 1	Q496A3
HGNC:18650	SPATS2	spermatogenesis associated serine rich 2	Q86XZ4
HGNC:24574	SPATS2L	spermatogenesis associated serine rich 2 like	Q9NUQ6
HGNC:26913	SPC24	SPC24, NDC80 kinetochore complex component	Q8NBT2
HGNC:24031	SPC25	SPC25, NDC80 kinetochore complex component	Q9HBM1
HGNC:23401	SPCS1	signal peptidase complex subunit 1	Q9Y6A9
HGNC:28962	SPCS2	signal peptidase complex subunit 2	Q15005
HGNC:31885	SPCS2P1	signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 1	
HGNC:45235	SPCS2P2	signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 2	
HGNC:45236	SPCS2P3	signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 3	
HGNC:45237	SPCS2P4	signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 4	
HGNC:26212	SPCS3	signal peptidase complex subunit 3	P61009
HGNC:17257	SPDEF	SAM pointed domain containing ETS transcription factor	O95238
HGNC:26010	SPDL1	spindle apparatus coiled-coil protein 1	Q96EA4
HGNC:30613	SPDYA	speedy/RINGO cell cycle regulator family member A	Q5MJ70
HGNC:32681	SPDYC	speedy/RINGO cell cycle regulator family member C	Q5MJ68
HGNC:16408	SPDYE1	speedy/RINGO cell cycle regulator family member E1	Q8NFV5
HGNC:33841	SPDYE2	speedy/RINGO cell cycle regulator family member E2	Q495Y8
HGNC:48334	SPDYE2B	speedy/RINGO cell cycle regulator family member E2B	A6NHP3
HGNC:35462	SPDYE3	speedy/RINGO cell cycle regulator family member E3	A6NKU9
HGNC:35463	SPDYE4	speedy/RINGO cell cycle regulator family member E4	A6NLX3
HGNC:35464	SPDYE5	speedy/RINGO cell cycle regulator family member E5	A6NIY4
HGNC:35465	SPDYE6	speedy/RINGO cell cycle regulator family member E6	P0CI01
HGNC:35466	SPDYE7P	speedy/RINGO cell cycle regulator family member E7, pseudogene	Q495Y7
HGNC:33771	SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene	
HGNC:45034	SPDYE9P	speedy/RINGO cell cycle regulator family member E9, pseudogene	
HGNC:51506	SPDYE10P	speedy/RINGO cell cycle regulator family member E10, pseudogene	
HGNC:51507	SPDYE11	speedy/RINGO cell cycle regulator family member E11	
HGNC:51508	SPDYE12P	speedy/RINGO cell cycle regulator family member E12, pseudogene	
HGNC:51509	SPDYE13P	speedy/RINGO cell cycle regulator family member E13, pseudogene	
HGNC:51510	SPDYE14P	speedy/RINGO cell cycle regulator family member E14, pseudogene	
HGNC:51511	SPDYE15P	speedy/RINGO cell cycle regulator family member E15, pseudogene	
HGNC:51512	SPDYE16	speedy/RINGO cell cycle regulator family member E16	A6NNV3
HGNC:51513	SPDYE17	speedy/RINGO cell cycle regulator family member E17	
HGNC:51514	SPDYE18	speedy/RINGO cell cycle regulator family member E18	
HGNC:51515	SPDYE19P	speedy/RINGO cell cycle regulator family member E19, pseudogene	
HGNC:51516	SPDYE20P	speedy/RINGO cell cycle regulator family member E20, pseudogene	
HGNC:51517	SPDYE21P	speedy/RINGO cell cycle regulator family member E21, pseudogene	
HGNC:51518	SPDYE22P	speedy/RINGO cell cycle regulator family member E22, pseudogene	
HGNC:30615	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	Q5M775
HGNC:29022	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1-like	Q69YQ0
HGNC:49185	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)	
HGNC:15874	SPEF1	sperm flagellar 1	Q9Y4P9
HGNC:26293	SPEF2	sperm flagellar 2	Q9C093
HGNC:16901	SPEG	SPEG complex locus	Q15772
HGNC:32429	SPEM1	spermatid maturation 1	Q8N4L4
HGNC:17575	SPEN	spen family transcriptional repressor	Q96T58
HGNC:30720	SPERT	spermatid associated	Q8NA61
HGNC:15570	SPESP1	sperm equatorial segment protein 1	Q6UW49
HGNC:11232	SPG3B	spastic paraplegia 3B	
HGNC:11235	SPG5B	spastic paraplegia 5B (autosomal recessive)	
HGNC:11237	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	Q9UQ90
HGNC:11239	SPG9	spastic paraplegia 9 (autosomal dominant)	
HGNC:11226	SPG11	spastic paraplegia 11 (autosomal recessive)	Q96JI7
HGNC:13730	SPG14	spastic paraplegia 14 (autosomal recessive)	
HGNC:14260	SPG16	spastic paraplegia 16 (complicated, X-linked recessive)	
HGNC:18009	SPG18	spastic paraplegia 18 (autosomal dominant)	
HGNC:16706	SPG19	spastic paraplegia 19 (autosomal dominant)	
HGNC:18514	SPG20	spastic paraplegia 20 (Troyer syndrome)	Q8N0X7
HGNC:39933	SPG20-AS1	SPG20 antisense RNA 1	P0CW21
HGNC:20373	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	Q9NZD8
HGNC:21340	SPG23	spastic paraplegia 23 (autosomal recessive)	
HGNC:22993	SPG24	spastic paraplegia 24 (autosomal recessive)	
HGNC:25855	SPG25	spastic paraplegia 25 (autosomal recessive, with disc herniation)	
HGNC:26071	SPG27	spastic paraplegia 27 (autosomal recessive)	
HGNC:30161	SPG29	spastic paraplegia 29 (autosomal dominant)	
HGNC:32314	SPG32	spastic paraplegia 32 (autosomal recessive)	
HGNC:32944	SPG34	spastic paraplegia 34 (autosomal dominant)	
HGNC:33240	SPG36	spastic paraplegia 36 (autosomal dominant)	
HGNC:33472	SPG37	spastic paraplegia 37 (autosomal dominant)	
HGNC:33485	SPG38	spastic paraplegia 38 (autosomal dominant, Silver syndrome)	
HGNC:34382	SPG41	spastic paraplegia 41 (autosomal dominant)	
HGNC:35431	SPG45	spastic paraplegia 45 (autosomal recessive)	
HGNC:44625	SPG56	spastic paraplegia 56 (autosomal dominant)	
HGNC:16957	SPHAR	S-phase response (cyclin related)	Q15513
HGNC:11240	SPHK1	sphingosine kinase 1	Q9NYA1
HGNC:18859	SPHK2	sphingosine kinase 2	Q9NRA0
HGNC:30619	SPHKAP	SPHK1 interactor, AKAP domain containing	Q2M3C7
HGNC:11241	SPI1	Spi-1 proto-oncogene	P17947
HGNC:11242	SPIB	Spi-B transcription factor	Q01892
HGNC:29549	SPIC	Spi-C transcription factor	Q8N5J4
HGNC:25083	SPICE1	spindle and centriole associated protein 1	Q8N0Z3
HGNC:28971	SPIDR	scaffolding protein involved in DNA repair	Q14159
HGNC:11243	SPIN1	spindlin 1	Q9Y657
HGNC:20694	SPIN2A	spindlin family member 2A	Q99865
HGNC:33147	SPIN2B	spindlin family member 2B	Q9BPZ2
HGNC:27272	SPIN3	spindlin family member 3	Q5JUX0
HGNC:27040	SPIN4	spindlin family member 4	Q56A73
HGNC:41177	SPIN4-AS1	SPIN4 antisense RNA 1	
HGNC:11244	SPINK1	serine peptidase inhibitor, Kazal type 1	P00995
HGNC:11245	SPINK2	serine peptidase inhibitor, Kazal type 2	P20155
HGNC:16646	SPINK4	serine peptidase inhibitor, Kazal type 4	O60575
HGNC:15464	SPINK5	serine peptidase inhibitor, Kazal type 5	Q9NQ38
HGNC:29486	SPINK6	serine peptidase inhibitor, Kazal type 6	Q6UWN8
HGNC:24643	SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	P58062
HGNC:33160	SPINK8	serine peptidase inhibitor, Kazal type 8 (putative)	P0C7L1
HGNC:32951	SPINK9	serine peptidase inhibitor, Kazal type 9	Q5DT21
HGNC:27200	SPINK13	serine peptidase inhibitor, Kazal type 13 (putative)	Q1W4C9
HGNC:33825	SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	Q6IE38
HGNC:11246	SPINT1	serine peptidase inhibitor, Kunitz type 1	O43278
HGNC:11247	SPINT2	serine peptidase inhibitor, Kunitz type, 2	O43291
HGNC:11248	SPINT3	serine peptidase inhibitor, Kunitz type, 3	P49223
HGNC:16130	SPINT4	serine peptidase inhibitor, Kunitz type 4	Q6UDR6
HGNC:16161	SPINT5P	serine peptidase inhibitor, Kunitz type 5, pseudogene	
HGNC:30622	SPIRE1	spire type actin nucleation factor 1	Q08AE8
HGNC:30623	SPIRE2	spire type actin nucleation factor 2	Q8WWL2
HGNC:11249	SPN	sialophorin	P16150
HGNC:30621	SPNS1	SPNS sphingolipid transporter 1 (putative)	Q9H2V7
HGNC:26992	SPNS2	SPNS sphingolipid transporter 2	Q8IVW8
HGNC:28433	SPNS3	SPNS sphingolipid transporter 3 (putative)	Q6ZMD2
HGNC:11250	SPO11	SPO11, initiator of meiotic double stranded breaks	Q9Y5K1
HGNC:26338	SPOCD1	SPOC domain containing 1	Q6ZMY3
HGNC:11251	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	Q08629
HGNC:13564	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	Q92563
HGNC:13565	SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3	Q9BQ16
HGNC:11252	SPON1	spondin 1	Q9HCB6
HGNC:11253	SPON2	spondin 2	Q9BUD6
HGNC:11254	SPOP	speckle type BTB/POZ protein	O43791
HGNC:27934	SPOPL	speckle type BTB/POZ protein like	Q6IQ16
HGNC:11255	SPP1	secreted phosphoprotein 1	P10451
HGNC:11256	SPP2	secreted phosphoprotein 2	Q13103
HGNC:30227	SPPL2A	signal peptide peptidase like 2A	Q8TCT8
HGNC:30627	SPPL2B	signal peptide peptidase like 2B	Q8TCT7
HGNC:28902	SPPL2C	signal peptide peptidase like 2C	Q8IUH8
HGNC:30424	SPPL3	signal peptide peptidase like 3	Q8TCT6
HGNC:11257	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	P35270
HGNC:20249	SPRED1	sprouty related EVH1 domain containing 1	Q7Z699
HGNC:17722	SPRED2	sprouty related EVH1 domain containing 2	Q7Z698
HGNC:31041	SPRED3	sprouty related EVH1 domain containing 3	Q2MJR0
HGNC:16871	SPRN	shadow of prion protein homolog (zebrafish)	Q5BIV9
HGNC:37819	SPRNP1	shadow of prion protein homolog (zebrafish) pseudogene 1	
HGNC:11259	SPRR1A	small proline rich protein 1A	P35321
HGNC:11260	SPRR1B	small proline rich protein 1B	P22528
HGNC:11261	SPRR2A	small proline rich protein 2A	P35326
HGNC:11262	SPRR2B	small proline rich protein 2B	P35325
HGNC:11263	SPRR2C	small proline rich protein 2C (pseudogene)	
HGNC:11264	SPRR2D	small proline rich protein 2D	P22532
HGNC:11265	SPRR2E	small proline rich protein 2E	P22531
HGNC:11266	SPRR2F	small proline rich protein 2F	Q96RM1
HGNC:11267	SPRR2G	small proline rich protein 2G	Q9BYE4
HGNC:11268	SPRR3	small proline rich protein 3	Q9UBC9
HGNC:23173	SPRR4	small proline rich protein 4	Q96PI1
HGNC:25356	SPRTN	SprT-like N-terminal domain	Q9H040
HGNC:11269	SPRY1	sprouty RTK signaling antagonist 1	O43609
HGNC:11270	SPRY2	sprouty RTK signaling antagonist 2	O43597
HGNC:11271	SPRY3	sprouty RTK signaling antagonist 3	O43610
HGNC:15533	SPRY4	sprouty RTK signaling antagonist 4	Q9C004
HGNC:42394	SPRY4-IT1	SPRY4 intronic transcript 1	
HGNC:25920	SPRYD3	SPRY domain containing 3	Q8NCJ5
HGNC:27468	SPRYD4	SPRY domain containing 4	Q8WW59
HGNC:14297	SPRYD7	SPRY domain containing 7	Q5W111
HGNC:30628	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	Q96BD6
HGNC:29522	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	Q99619
HGNC:30629	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	Q6PJ21
HGNC:30630	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	Q96A44
HGNC:11272	SPTA1	spectrin alpha, erythrocytic 1	P02549
HGNC:11273	SPTAN1	spectrin alpha, non-erythrocytic 1	Q13813
HGNC:11274	SPTB	spectrin beta, erythrocytic	P11277
HGNC:11275	SPTBN1	spectrin beta, non-erythrocytic 1	Q01082
HGNC:11276	SPTBN2	spectrin beta, non-erythrocytic 2	O15020
HGNC:14896	SPTBN4	spectrin beta, non-erythrocytic 4	Q9H254
HGNC:15680	SPTBN5	spectrin beta, non-erythrocytic 5	Q9NRC6
HGNC:11277	SPTLC1	serine palmitoyltransferase long chain base subunit 1	O15269
HGNC:39668	SPTLC1P1	serine palmitoyltransferase long chain base subunit 1 pseudogene 1	
HGNC:39669	SPTLC1P2	serine palmitoyltransferase long chain base subunit 1 pseudogene 2	
HGNC:39670	SPTLC1P3	serine palmitoyltransferase long chain base subunit 1 pseudogene 3	
HGNC:39671	SPTLC1P4	serine palmitoyltransferase long chain base subunit 1 pseudogene 4	
HGNC:39672	SPTLC1P5	serine palmitoyltransferase long chain base subunit 1 pseudogene 5	
HGNC:11278	SPTLC2	serine palmitoyltransferase long chain base subunit 2	O15270
HGNC:16253	SPTLC3	serine palmitoyltransferase long chain base subunit 3	Q9NUV7
HGNC:20361	SPTSSA	serine palmitoyltransferase small subunit A	Q969W0
HGNC:24045	SPTSSB	serine palmitoyltransferase small subunit B	Q8NFR3
HGNC:26818	SPTY2D1	SPT2 chromatin protein domain containing 1	Q68D10
HGNC:44122	SPTY2D1-AS1	SPTY2D1 antisense RNA 1	
HGNC:28139	SPX	spexin hormone	Q9BT56
HGNC:30721	SPZ1	spermatogenic leucine zipper 1	Q9BXG8
HGNC:11279	SQLE	squalene epoxidase	Q14534
HGNC:20390	SQRDL	sulfide quinone reductase-like (yeast)	Q9Y6N5
HGNC:11280	SQSTM1	sequestosome 1	Q13501
HGNC:49099	SQSTM1P1	sequestosome 1 pseudogene 1	
HGNC:11281	SRA1	steroid receptor RNA activator 1	Q9HD15
HGNC:25521	SRBD1	S1 RNA binding domain 1	Q8N5C6
HGNC:11283	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	P12931
HGNC:16974	SRCAP	Snf2-related CREBBP activator protein	Q6ZRS2
HGNC:29506	SRCIN1	SRC kinase signaling inhibitor 1	Q9C0H9
HGNC:11284	SRD5A1	steroid 5 alpha-reductase 1	P18405
HGNC:11286	SRD5A1P1	steroid 5 alpha-reductase 1 pseudogene 1	
HGNC:11285	SRD5A2	steroid 5 alpha-reductase 2	P31213
HGNC:25812	SRD5A3	steroid 5 alpha-reductase 3	Q9H8P0
HGNC:44138	SRD5A3-AS1	SRD5A3 antisense RNA 1	
HGNC:49243	SRD5A3P1	steroid 5 alpha-reductase 3 pseudogene 1	
HGNC:11289	SREBF1	sterol regulatory element binding transcription factor 1	P36956
HGNC:11290	SREBF2	sterol regulatory element binding transcription factor 2	Q12772
HGNC:17882	SREK1	splicing regulatory glutamic acid/lysine-rich protein 1	Q8WXA9
HGNC:26716	SREK1IP1	SREK1 interacting protein 1	Q8N9Q2
HGNC:11291	SRF	serum response factor	P11831
HGNC:26333	SRFBP1	serum response factor binding protein 1	Q8NEF9
HGNC:17382	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	Q7Z6B7
HGNC:19751	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	O75044
HGNC:40902	SRGAP2-AS1	SRGAP2 antisense RNA 1	
HGNC:35237	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	P0DMP2
HGNC:30584	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	P0DJJ0
HGNC:43932	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)	
HGNC:19744	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	O43295
HGNC:40898	SRGAP3-AS1	SRGAP3 antisense RNA 1	
HGNC:40899	SRGAP3-AS2	SRGAP3 antisense RNA 2	
HGNC:40900	SRGAP3-AS3	SRGAP3 antisense RNA 3	
HGNC:42434	SRGAP3-AS4	SRGAP3 antisense RNA 4	
HGNC:9361	SRGN	serglycin	P10124
HGNC:49107	SRGNP1	serglycin pseudogene 1	
HGNC:11292	SRI	sorcin	P30626
HGNC:11293	SRIP1	sorcin pseudogene 1	
HGNC:38734	SRIP2	sorcin pseudogene 2	
HGNC:38735	SRIP3	sorcin pseudogene 3	
HGNC:11295	SRL	sarcalumenin	Q86TD4
HGNC:11296	SRM	spermidine synthase	P19623
HGNC:16552	SRMP1	spermidine synthase pseudogene 1	
HGNC:20034	SRMP2	spermidine synthase pseudogene 2	
HGNC:11298	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	Q9H3Y6
HGNC:11304	SRP9	signal recognition particle 9kDa	P49458
HGNC:23402	SRP9P1	signal recognition particle 9 pseudogene 1	
HGNC:11299	SRP14	signal recognition particle 14kDa	P37108
HGNC:48619	SRP14-AS1	SRP14 antisense RNA1 (head to head)	
HGNC:33181	SRP14P1	signal recognition particle 14kDa (homologous Alu RNA binding protein) pseudogene 1	
HGNC:11300	SRP19	signal recognition particle 19kDa	P09132
HGNC:11301	SRP54	signal recognition particle 54kDa	P61011
HGNC:50643	SRP54-AS1	SRP54 antisense RNA 1 (head to head)	
HGNC:11302	SRP68	signal recognition particle 68	Q9UHB9
HGNC:30427	SRP68P1	signal recognition particle 68kDa pseudogene 1	
HGNC:30426	SRP68P2	signal recognition particle 68kDa pseudogene 2	
HGNC:30428	SRP68P3	signal recognition particle 68kDa pseudogene 3	
HGNC:11303	SRP72	signal recognition particle 72kDa	O76094
HGNC:31095	SRP72P1	signal recognition particle 72kDa pseudogene 1	
HGNC:31096	SRP72P2	signal recognition particle 72kDa pseudogene 2	
HGNC:11305	SRPK1	SRSF protein kinase 1	Q96SB4
HGNC:11306	SRPK2	SRSF protein kinase 2	P78362
HGNC:30303	SRPK2P	SRSF protein kinase 2 pseudogene	
HGNC:11402	SRPK3	SRSF protein kinase 3	Q9UPE1
HGNC:11307	SRPRA	SRP receptor alpha subunit	P08240
HGNC:24085	SRPRB	SRP receptor beta subunit	Q9Y5M8
HGNC:11309	SRPX	sushi repeat containing protein, X-linked	P78539
HGNC:30668	SRPX2	sushi repeat containing protein, X-linked 2	O60687
HGNC:14398	SRR	serine racemase	Q9GZT4
HGNC:33910	SRRD	SRR1 domain containing	Q9UH36
HGNC:16638	SRRM1	serine and arginine repetitive matrix 1	Q8IYB3
HGNC:31861	SRRM1P1	serine/arginine repetitive matrix 1 pseudogene 1	
HGNC:38163	SRRM1P2	serine/arginine repetitive matrix 1 pseudogene 2	
HGNC:38164	SRRM1P3	serine/arginine repetitive matrix 1 pseudogene 3	
HGNC:16639	SRRM2	serine/arginine repetitive matrix 2	Q9UQ35
HGNC:44162	SRRM2-AS1	SRRM2 antisense RNA 1	
HGNC:26729	SRRM3	serine/arginine repetitive matrix 3	A6NNA2
HGNC:29389	SRRM4	serine/arginine repetitive matrix 4	A7MD48
HGNC:37248	SRRM5	serine/arginine repetitive matrix 5	B3KS81
HGNC:24101	SRRT	serrate, RNA effector molecule	Q9BXP5
HGNC:10780	SRSF1	serine/arginine-rich splicing factor 1	Q07955
HGNC:39417	SRSF1P1	serine/arginine-rich splicing factor 1 pseudogene 1	
HGNC:10783	SRSF2	serine/arginine-rich splicing factor 2	Q01130
HGNC:10785	SRSF3	serine/arginine-rich splicing factor 3	P84103
HGNC:10786	SRSF4	serine/arginine-rich splicing factor 4	Q08170
HGNC:10787	SRSF5	serine/arginine-rich splicing factor 5	Q13243
HGNC:10788	SRSF6	serine/arginine-rich splicing factor 6	Q13247
HGNC:10789	SRSF7	serine/arginine-rich splicing factor 7	Q16629
HGNC:16988	SRSF8	serine/arginine-rich splicing factor 8	Q9BRL6
HGNC:10791	SRSF9	serine/arginine-rich splicing factor 9	Q13242
HGNC:10792	SRSF9P1	serine/arginine-rich splicing factor 9 pseudogene 1	
HGNC:16713	SRSF10	serine/arginine-rich splicing factor 10	O75494
HGNC:31002	SRSF10P1	serine/arginine-rich splicing factor 10 pseudogene 1	
HGNC:24823	SRSF10P2	serine/arginine-rich splicing factor 10 pseudogene 2	
HGNC:10782	SRSF11	serine/arginine-rich splicing factor 11	Q05519
HGNC:49884	SRSF11P1	serine/arginine-rich splicing factor 11 pseudogene 1	
HGNC:21220	SRSF12	serine/arginine-rich splicing factor 12	Q8WXF0
HGNC:16132	SRXN1	sulfiredoxin 1	Q9BYN0
HGNC:11311	SRY	sex determining region Y	Q05066
HGNC:11340	SS18	SS18, nBAF chromatin remodeling complex subunit	Q15532
HGNC:15592	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	O75177
HGNC:15593	SS18L2	SS18 like 2	Q9UHA2
HGNC:44965	SS18L2P1	SS18 like 2 pseudogene 1	
HGNC:44966	SS18L2P2	SS18 like 2 pseudogene 2	
HGNC:11316	SSB	Sjogren syndrome antigen B	P05455
HGNC:11317	SSBP1	single stranded DNA binding protein 1	Q04837
HGNC:15831	SSBP2	single stranded DNA binding protein 2	P81877
HGNC:15674	SSBP3	single stranded DNA binding protein 3	Q9BWW4
HGNC:32328	SSBP3-AS1	SSBP3 antisense RNA 1	Q7Z2R9
HGNC:15676	SSBP4	single stranded DNA binding protein 4	Q9BWG4
HGNC:14461	SSC4D	scavenger receptor cysteine rich family member with 4 domains	Q8WTU2
HGNC:26641	SSC5D	scavenger receptor cysteine rich family member with 5 domains	A1L4H1
HGNC:11319	SSFA2	sperm specific antigen 2	P28290
HGNC:30579	SSH1	slingshot protein phosphatase 1	Q8WYL5
HGNC:30580	SSH2	slingshot protein phosphatase 2	Q76I76
HGNC:30581	SSH3	slingshot protein phosphatase 3	Q8TE77
HGNC:29580	SSMEM1	serine-rich single-pass membrane protein 1	Q8WWF3
HGNC:11321	SSNA1	SS nuclear autoantigen 1	O43805
HGNC:11322	SSPN	sarcospan	Q14714
HGNC:21998	SSPO	SCO-spondin	A2VEC9
HGNC:11323	SSR1	signal sequence receptor subunit 1	P43307
HGNC:39273	SSR1P1	signal sequence receptor subunit 1 pseudogene 1	
HGNC:39274	SSR1P2	signal sequence receptor subunit 1 pseudogene 2	
HGNC:11324	SSR2	signal sequence receptor subunit 2	P43308
HGNC:11325	SSR3	signal sequence receptor subunit 3	Q9UNL2
HGNC:11326	SSR4	signal sequence receptor subunit 4	P51571
HGNC:23131	SSR4P1	signal sequence receptor subunit 4 pseudogene 1	
HGNC:11327	SSRP1	structure specific recognition protein 1	Q08945
HGNC:11328	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	O60232
HGNC:27384	SSSCA1-AS1	SSSCA1 antisense RNA 1 (head to head)	
HGNC:11329	SST	somatostatin	P61278
HGNC:11330	SSTR1	somatostatin receptor 1	P30872
HGNC:11331	SSTR2	somatostatin receptor 2	P30874
HGNC:11332	SSTR3	somatostatin receptor 3	P32745
HGNC:11333	SSTR4	somatostatin receptor 4	P31391
HGNC:11334	SSTR5	somatostatin receptor 5	P35346
HGNC:26502	SSTR5-AS1	SSTR5 antisense RNA 1	
HGNC:25016	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	Q9NP77
HGNC:43620	SSU72P1	SSU72 pseudogene 1	
HGNC:43621	SSU72P2	SSU72 pseudogene 2	
HGNC:43622	SSU72P3	SSU72 pseudogene 3	
HGNC:43623	SSU72P4	SSU72 pseudogene 4	
HGNC:43624	SSU72P5	SSU72 pseudogene 5	
HGNC:43625	SSU72P6	SSU72 pseudogene 6	
HGNC:43626	SSU72P7	SSU72 pseudogene 7	
HGNC:43627	SSU72P8	SSU72 pseudogene 8	
HGNC:24809	SSUH2	ssu-2 homolog (C. elegans)	Q9Y2M2
HGNC:11335	SSX1	SSX family member 1	Q16384
HGNC:11336	SSX2	SSX family member 2	Q16385
HGNC:22263	SSX2B	SSX family member 2B	Q16385
HGNC:16509	SSX2IP	SSX family member 2 interacting protein	Q9Y2D8
HGNC:11337	SSX3	SSX family member 3	Q99909
HGNC:11338	SSX4	SSX family member 4	O60224
HGNC:16880	SSX4B	SSX family member 4B	O60224
HGNC:11339	SSX5	SSX family member 5	O60225
HGNC:19652	SSX6	SSX family member 6, pseudogene	Q7RTT6
HGNC:19653	SSX7	SSX family member 7	Q7RTT5
HGNC:19654	SSX8	SSX family member 8	Q7RTT4
HGNC:19655	SSX9	SSX family member 9	Q7RTT3
HGNC:30637	SSXP1	SSX family pseudogene 1	
HGNC:30640	SSXP3	SSX family pseudogene 3	
HGNC:30641	SSXP4	SSX family pseudogene 4	
HGNC:30642	SSXP5	SSX family pseudogene 5	
HGNC:30643	SSXP6	SSX family pseudogene 6	
HGNC:30644	SSXP7	SSX family pseudogene 7	
HGNC:30199	SSXP8	SSX family pseudogene 8	
HGNC:30645	SSXP9	SSX family pseudogene 9	
HGNC:30638	SSXP10	SSX family pseudogene 10	
HGNC:11347	ST2	suppression of tumorigenicity 2	
HGNC:11348	ST3	suppression of tumorigenicity 3	
HGNC:10862	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Q11201
HGNC:45174	ST3GAL1P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 pseudogene 1	
HGNC:10863	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Q16842
HGNC:10866	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	Q11203
HGNC:10864	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	Q11206
HGNC:48645	ST3GAL4-AS1	ST3GAL4 antisense RNA 1 (head to head)	
HGNC:10872	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Q9UNP4
HGNC:51129	ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)	
HGNC:45175	ST3GAL5P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1	
HGNC:18080	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	Q9Y274
HGNC:40828	ST3GAL6-AS1	ST3GAL6 antisense RNA 1	
HGNC:11350	ST5	suppression of tumorigenicity 5	P78524
HGNC:10860	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	P15907
HGNC:10861	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	Q96JF0
HGNC:41380	ST6GAL2-IT1	ST6GAL2 intronic transcript 1	
HGNC:23614	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Q9NSC7
HGNC:10867	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Q9UJ37
HGNC:45160	ST6GALNAC2P1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 pseudogene 1	
HGNC:19343	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Q8NDV1
HGNC:17846	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	Q9H4F1
